Cargo Type,Port ID,Port Profile Name,Reporting Year,Trade Type,Units,Percent Change,Volume
TOTAL TONNAGE,4420,Port of Honolulu,2018,FOREIGN,Short Tons,7.047326633,"1,439,915"
TOTAL TONNAGE,4420,Port of Honolulu,2018,IMPORTS,Short Tons,43.36370072,"1,146,253"
TOTAL TONNAGE,4420,Port of Honolulu,2018,TOTAL,Short Tons,2.678972091,"15,181,890"
TOTAL TONNAGE,4622,Port of Longview,2015,DOMESTIC,Short Tons,0,"1,512,560"
TOTAL TONNAGE,4622,Port of Longview,2015,EXPORTS,Short Tons,0,"8,958,755"
TOTAL TONNAGE,4622,Port of Longview,2015,FOREIGN,Short Tons,0,"9,549,228"
TOTAL TONNAGE,4622,Port of Longview,2015,IMPORTS,Short Tons,0,"590,473"
TOTAL TONNAGE,4622,Port of Longview,2015,TOTAL,Short Tons,0,"11,061,788"
TOTAL TONNAGE,4622,Port of Longview,2016,DOMESTIC,Short Tons,-12.82011953,"1,318,648"
TOTAL TONNAGE,4622,Port of Longview,2016,EXPORTS,Short Tons,28.32451607,"11,496,279"
TOTAL TONNAGE,4622,Port of Longview,2016,FOREIGN,Short Tons,23.87076735,"11,828,702"
TOTAL TONNAGE,4622,Port of Longview,2016,IMPORTS,Short Tons,-43.70225226,"332,423"
TOTAL TONNAGE,4622,Port of Longview,2016,TOTAL,Short Tons,18.85375131,"13,147,350"
TOTAL TONNAGE,4622,Port of Longview,2017,DOMESTIC,Short Tons,-0.192545698,"1,316,109"
TOTAL TONNAGE,4622,Port of Longview,2017,EXPORTS,Short Tons,4.192339104,"11,978,242"
TOTAL TONNAGE,4622,Port of Longview,2017,FOREIGN,Short Tons,3.74440915,"12,271,617"
TOTAL TONNAGE,4622,Port of Longview,2017,IMPORTS,Short Tons,-11.74647964,"293,375"
TOTAL TONNAGE,4622,Port of Longview,2017,TOTAL,Short Tons,3.349541923,"13,587,726"
TOTAL TONNAGE,4622,Port of Longview,2018,DOMESTIC,Short Tons,-7.331231684,"1,219,622"
TOTAL TONNAGE,4622,Port of Longview,2018,EXPORTS,Short Tons,1.571207194,"12,166,445"
TOTAL TONNAGE,4622,Port of Longview,2018,FOREIGN,Short Tons,2.018209988,"12,519,284"
TOTAL TONNAGE,4622,Port of Longview,2018,IMPORTS,Short Tons,20.26893907,"352,839"
TOTAL TONNAGE,4622,Port of Longview,2018,TOTAL,Short Tons,1.112621788,"13,738,906"
TOTAL TONNAGE,4626,Port of Kalama,2015,DOMESTIC,Short Tons,0,"941,012"
TOTAL TONNAGE,4626,Port of Kalama,2015,EXPORTS,Short Tons,0,"11,884,484"
TOTAL TONNAGE,4626,Port of Kalama,2015,FOREIGN,Short Tons,0,"12,379,907"
TOTAL TONNAGE,4626,Port of Kalama,2015,IMPORTS,Short Tons,0,"495,423"
TOTAL TONNAGE,4626,Port of Kalama,2015,TOTAL,Short Tons,0,"13,320,919"
TOTAL TONNAGE,4626,Port of Kalama,2016,DOMESTIC,Short Tons,24.62901642,"1,172,774"
TOTAL TONNAGE,4626,Port of Kalama,2016,EXPORTS,Short Tons,16.28395478,"13,819,748"
TOTAL TONNAGE,4626,Port of Kalama,2016,FOREIGN,Short Tons,14.68034453,"14,197,320"
TOTAL TONNAGE,4626,Port of Kalama,2016,IMPORTS,Short Tons,-23.78795494,"377,572"
TOTAL TONNAGE,4626,Port of Kalama,2016,TOTAL,Short Tons,15.38313535,"15,370,094"
TOTAL TONNAGE,4626,Port of Kalama,2017,DOMESTIC,Short Tons,-12.00188613,"1,032,019"
TOTAL TONNAGE,4626,Port of Kalama,2017,EXPORTS,Short Tons,-2.009624199,"13,542,023"
TOTAL TONNAGE,4626,Port of Kalama,2017,FOREIGN,Short Tons,-1.922285333,"13,924,407"
TOTAL TONNAGE,4626,Port of Kalama,2017,IMPORTS,Short Tons,1.274458911,"382,384"
TOTAL TONNAGE,4626,Port of Kalama,2017,TOTAL,Short Tons,-2.691382369,"14,956,426"
TOTAL TONNAGE,4626,Port of Kalama,2018,DOMESTIC,Short Tons,0.549602284,"1,037,691"
TOTAL TONNAGE,4626,Port of Kalama,2018,EXPORTS,Short Tons,6.121906601,"14,371,053"
TOTAL TONNAGE,4626,Port of Kalama,2018,FOREIGN,Short Tons,5.992068459,"14,758,767"
TOTAL TONNAGE,4626,Port of Kalama,2018,IMPORTS,Short Tons,1.393886774,"387,714"
TOTAL TONNAGE,4626,Port of Kalama,2018,TOTAL,Short Tons,5.616528976,"15,796,458"
TOTAL TONNAGE,4644,Port of Portland,2015,DOMESTIC,Short Tons,0,"7,453,338"
TOTAL TONNAGE,4644,Port of Portland,2015,EXPORTS,Short Tons,0,"8,795,977"
TOTAL TONNAGE,4644,Port of Portland,2015,FOREIGN,Short Tons,0,"11,171,230"
TOTAL TONNAGE,4644,Port of Portland,2015,IMPORTS,Short Tons,0,"2,375,253"
TOTAL TONNAGE,4644,Port of Portland,2015,TOTAL,Short Tons,0,"18,624,568"
TOTAL TONNAGE,4644,Port of Portland,2016,DOMESTIC,Short Tons,5.416083371,"7,857,017"
TOTAL TONNAGE,4644,Port of Portland,2016,EXPORTS,Short Tons,17.75951665,"10,358,100"
TOTAL TONNAGE,4644,Port of Portland,2016,FOREIGN,Short Tons,12.94588868,"12,617,445"
TOTAL TONNAGE,4644,Port of Portland,2016,IMPORTS,Short Tons,-4.879817013,"2,259,345"
TOTAL TONNAGE,4644,Port of Portland,2016,TOTAL,Short Tons,9.93254716,"20,474,462"
TOTAL TONNAGE,4644,Port of Portland,2017,DOMESTIC,Short Tons,-5.208007059,"7,447,823"
TOTAL TONNAGE,4644,Port of Portland,2017,EXPORTS,Short Tons,29.23854761,"13,386,658"
TOTAL TONNAGE,4644,Port of Portland,2017,FOREIGN,Short Tons,24.56487031,"15,716,904"
TOTAL TONNAGE,4644,Port of Portland,2017,IMPORTS,Short Tons,3.138121889,"2,330,246"
TOTAL TONNAGE,4644,Port of Portland,2017,TOTAL,Short Tons,13.13961266,"23,164,727"
TOTAL TONNAGE,4644,Port of Portland,2018,DOMESTIC,Short Tons,1.477250466,"7,557,846"
TOTAL TONNAGE,4644,Port of Portland,2018,EXPORTS,Short Tons,-0.893733148,"13,267,017"
TOTAL TONNAGE,4644,Port of Portland,2018,FOREIGN,Short Tons,-0.043322782,"15,710,095"
TOTAL TONNAGE,4644,Port of Portland,2018,IMPORTS,Short Tons,4.842063885,"2,443,078"
TOTAL TONNAGE,4644,Port of Portland,2018,TOTAL,Short Tons,0.445565363,"23,267,941"
TOTAL TONNAGE,4720,Port of Tacoma,2015,DOMESTIC,Short Tons,0,"4,551,261"
TOTAL TONNAGE,4720,Port of Tacoma,2015,EXPORTS,Short Tons,0,"10,022,244"
TOTAL TONNAGE,4720,Port of Tacoma,2015,FOREIGN,Short Tons,0,"18,074,856"
TOTAL TONNAGE,4720,Port of Tacoma,2015,IMPORTS,Short Tons,0,"8,052,612"
TOTAL TONNAGE,4720,Port of Tacoma,2015,TOTAL,Short Tons,0,"22,626,117"
TOTAL TONNAGE,4720,Port of Tacoma,2016,DOMESTIC,Short Tons,-0.43315468,"4,531,547"
TOTAL TONNAGE,4720,Port of Tacoma,2016,EXPORTS,Short Tons,28.08910859,"12,837,403"
TOTAL TONNAGE,4720,Port of Tacoma,2016,FOREIGN,Short Tons,17.18102208,"21,180,301"
TOTAL TONNAGE,4720,Port of Tacoma,2016,IMPORTS,Short Tons,3.604867588,"8,342,898"
TOTAL TONNAGE,4720,Port of Tacoma,2016,TOTAL,Short Tons,13.63791675,"25,711,848"
TOTAL TONNAGE,4720,Port of Tacoma,2017,DOMESTIC,Short Tons,-10.18713918,"4,069,912"
TOTAL TONNAGE,4720,Port of Tacoma,2017,EXPORTS,Short Tons,-2.633445409,"12,499,337"
TOTAL TONNAGE,4720,Port of Tacoma,2017,FOREIGN,Short Tons,-8.023762269,"19,480,844"
TOTAL TONNAGE,4720,Port of Tacoma,2017,IMPORTS,Short Tons,-16.3179629,"6,981,507"
TOTAL TONNAGE,4720,Port of Tacoma,2017,TOTAL,Short Tons,-8.405043465,"23,550,756"
TOTAL TONNAGE,4720,Port of Tacoma,2018,DOMESTIC,Short Tons,-20.7654367,"3,224,777"
TOTAL TONNAGE,4720,Port of Tacoma,2018,EXPORTS,Short Tons,2.487539939,"12,810,263"
TOTAL TONNAGE,4720,Port of Tacoma,2018,FOREIGN,Short Tons,0.868391534,"19,650,014"
TOTAL TONNAGE,4720,Port of Tacoma,2018,IMPORTS,Short Tons,-2.030449873,"6,839,751"
TOTAL TONNAGE,4720,Port of Tacoma,2018,TOTAL,Short Tons,-2.870247562,"22,874,791"
TOTAL TONNAGE,4722,Port of Seattle,2015,DOMESTIC,Short Tons,0,"5,540,487"
TOTAL TONNAGE,4722,Port of Seattle,2015,EXPORTS,Short Tons,0,"9,104,806"
TOTAL TONNAGE,4722,Port of Seattle,2015,FOREIGN,Short Tons,0,"17,066,121"
TOTAL TONNAGE,4722,Port of Seattle,2015,IMPORTS,Short Tons,0,"7,961,315"
TOTAL TONNAGE,4722,Port of Seattle,2015,TOTAL,Short Tons,0,"22,606,608"
TOTAL TONNAGE,4722,Port of Seattle,2016,DOMESTIC,Short Tons,14.08387025,"6,320,802"
TOTAL TONNAGE,4722,Port of Seattle,2016,EXPORTS,Short Tons,12.96241787,"10,285,009"
TOTAL TONNAGE,4722,Port of Seattle,2016,FOREIGN,Short Tons,4.787766359,"17,883,207"
TOTAL TONNAGE,4722,Port of Seattle,2016,IMPORTS,Short Tons,-4.561017872,"7,598,198"
TOTAL TONNAGE,4722,Port of Seattle,2016,TOTAL,Short Tons,7.066079971,"24,204,009"
TOTAL TONNAGE,4722,Port of Seattle,2017,DOMESTIC,Short Tons,-8.193722885,"5,802,893"
TOTAL TONNAGE,4722,Port of Seattle,2017,EXPORTS,Short Tons,1.167466164,"10,405,083"
TOTAL TONNAGE,4722,Port of Seattle,2017,FOREIGN,Short Tons,8.50238998,"19,403,707"
TOTAL TONNAGE,4722,Port of Seattle,2017,IMPORTS,Short Tons,18.43102799,"8,998,624"
TOTAL TONNAGE,4722,Port of Seattle,2017,TOTAL,Short Tons,4.142251806,"25,206,600"
TOTAL TONNAGE,4722,Port of Seattle,2018,DOMESTIC,Short Tons,-2.770135517,"5,642,145"
TOTAL TONNAGE,4722,Port of Seattle,2018,EXPORTS,Short Tons,-1.228245849,"10,277,283"
TOTAL TONNAGE,4722,Port of Seattle,2018,FOREIGN,Short Tons,5.154896433,"20,403,948"
TOTAL TONNAGE,4722,Port of Seattle,2018,IMPORTS,Short Tons,12.53570546,"10,126,665"
TOTAL TONNAGE,4722,Port of Seattle,2018,TOTAL,Short Tons,3.330449168,"26,046,093"
TOTAL TONNAGE,4800,Port of Ketchikan,2015,DOMESTIC,Short Tons,0,"838,877"
TOTAL TONNAGE,4800,Port of Ketchikan,2015,EXPORTS,Short Tons,0,"23,003"
TOTAL TONNAGE,4800,Port of Ketchikan,2015,FOREIGN,Short Tons,0,"89,218"
TOTAL TONNAGE,4800,Port of Ketchikan,2015,IMPORTS,Short Tons,0,"66,215"
TOTAL TONNAGE,4800,Port of Ketchikan,2015,TOTAL,Short Tons,0,"928,095"
TOTAL TONNAGE,4800,Port of Ketchikan,2016,DOMESTIC,Short Tons,-6.940111602,"780,658"
TOTAL TONNAGE,4800,Port of Ketchikan,2016,EXPORTS,Short Tons,27.98330653,"29,440"
TOTAL TONNAGE,4800,Port of Ketchikan,2016,FOREIGN,Short Tons,-50.9538434,"43,758"
TOTAL TONNAGE,4800,Port of Ketchikan,2016,IMPORTS,Short Tons,-78.37650079,"14,318"
TOTAL TONNAGE,4800,Port of Ketchikan,2016,TOTAL,Short Tons,-11.17116244,"824,416"
TOTAL TONNAGE,4810,Port of Juneau,2015,DOMESTIC,Short Tons,0,"839,676"
TOTAL TONNAGE,4810,Port of Juneau,2015,EXPORTS,Short Tons,0,"5,407"
TOTAL TONNAGE,4810,Port of Juneau,2015,FOREIGN,Short Tons,0,"25,323"
TOTAL TONNAGE,4810,Port of Juneau,2015,IMPORTS,Short Tons,0,"19,916"
TOTAL TONNAGE,4810,Port of Juneau,2015,TOTAL,Short Tons,0,"864,999"
TOTAL TONNAGE,4810,Port of Juneau,2016,DOMESTIC,Short Tons,-8.162195895,"771,140"
TOTAL TONNAGE,4810,Port of Juneau,2016,EXPORTS,Short Tons,-100,0
TOTAL TONNAGE,4810,Port of Juneau,2016,FOREIGN,Short Tons,-100,0
TOTAL TONNAGE,4810,Port of Juneau,2016,IMPORTS,Short Tons,-100,0
TOTAL TONNAGE,4810,Port of Juneau,2016,TOTAL,Short Tons,-10.85076399,"771,140"
TOTAL TONNAGE,4816,Port of Valdez,2015,DOMESTIC,Short Tons,0,"26,591,221"
TOTAL TONNAGE,4816,Port of Valdez,2015,EXPORTS,Short Tons,0,"146,543"
TOTAL TONNAGE,4816,Port of Valdez,2015,FOREIGN,Short Tons,0,"156,174"
TOTAL TONNAGE,4816,Port of Valdez,2015,IMPORTS,Short Tons,0,"9,631"
TOTAL TONNAGE,4816,Port of Valdez,2015,TOTAL,Short Tons,0,"26,747,395"
TOTAL TONNAGE,4816,Port of Valdez,2016,DOMESTIC,Short Tons,2.13051142,"27,157,750"
TOTAL TONNAGE,4816,Port of Valdez,2016,EXPORTS,Short Tons,237.4149567,"494,458"
TOTAL TONNAGE,4816,Port of Valdez,2016,FOREIGN,Short Tons,216.6071177,"494,458"
TOTAL TONNAGE,4816,Port of Valdez,2016,IMPORTS,Short Tons,-100,0
TOTAL TONNAGE,4816,Port of Valdez,2016,TOTAL,Short Tons,3.382807933,"27,652,208"
TOTAL TONNAGE,4816,Port of Valdez,2017,DOMESTIC,Short Tons,2.021813295,"27,706,829"
TOTAL TONNAGE,4816,Port of Valdez,2017,EXPORTS,Short Tons,-46.42456993,"264,908"
TOTAL TONNAGE,4816,Port of Valdez,2017,FOREIGN,Short Tons,-46.42456993,"264,908"
TOTAL TONNAGE,4816,Port of Valdez,2017,IMPORTS,Short Tons,0,0
TOTAL TONNAGE,4816,Port of Valdez,2017,TOTAL,Short Tons,1.155527978,"27,971,737"
TOTAL TONNAGE,4816,Port of Valdez,2018,DOMESTIC,Short Tons,-7.755225255,"25,558,102"
TOTAL TONNAGE,4816,Port of Valdez,2018,EXPORTS,Short Tons,-5.760490434,"249,648"
TOTAL TONNAGE,4816,Port of Valdez,2018,FOREIGN,Short Tons,-5.760490434,"249,648"
TOTAL TONNAGE,4816,Port of Valdez,2018,IMPORTS,Short Tons,0,0
TOTAL TONNAGE,4816,Port of Valdez,2018,TOTAL,Short Tons,-7.736334,"25,807,750"
TOTAL TONNAGE,4820,Port of Anchorage,2015,DOMESTIC,Short Tons,0,"2,527,408"
TOTAL TONNAGE,4820,Port of Anchorage,2015,EXPORTS,Short Tons,0,"11,511"
TOTAL TONNAGE,4820,Port of Anchorage,2015,FOREIGN,Short Tons,0,"1,013,197"
TOTAL TONNAGE,4820,Port of Anchorage,2015,IMPORTS,Short Tons,0,"1,001,686"
TOTAL TONNAGE,4820,Port of Anchorage,2015,TOTAL,Short Tons,0,"3,540,605"
TOTAL TONNAGE,4820,Port of Anchorage,2016,DOMESTIC,Short Tons,-10.10739066,"2,271,953"
TOTAL TONNAGE,4820,Port of Anchorage,2016,EXPORTS,Short Tons,-53.6443402,"5,336"
TOTAL TONNAGE,4820,Port of Anchorage,2016,FOREIGN,Short Tons,-6.911686474,"943,168"
TOTAL TONNAGE,4820,Port of Anchorage,2016,IMPORTS,Short Tons,-6.374652336,"937,832"
TOTAL TONNAGE,4820,Port of Anchorage,2016,TOTAL,Short Tons,-9.192892175,"3,215,121"
TOTAL TONNAGE,4820,Port of Anchorage,2017,DOMESTIC,Short Tons,3.635770634,"2,354,556"
TOTAL TONNAGE,4820,Port of Anchorage,2017,EXPORTS,Short Tons,-38.90554723,"3,260"
TOTAL TONNAGE,4820,Port of Anchorage,2017,FOREIGN,Short Tons,0.010920642,"943,271"
TOTAL TONNAGE,4820,Port of Anchorage,2017,IMPORTS,Short Tons,0.232344386,"940,011"
TOTAL TONNAGE,4820,Port of Anchorage,2017,TOTAL,Short Tons,2.572407073,"3,297,827"
TOTAL TONNAGE,4820,Port of Anchorage,2018,DOMESTIC,Short Tons,-10.38798822,"2,109,965"
TOTAL TONNAGE,4820,Port of Anchorage,2018,EXPORTS,Short Tons,"2,105.92","71,913"
TOTAL TONNAGE,4820,Port of Anchorage,2018,FOREIGN,Short Tons,21.10877998,"1,142,384"
TOTAL TONNAGE,4820,Port of Anchorage,2018,IMPORTS,Short Tons,13.878561,"1,070,471"
TOTAL TONNAGE,4820,Port of Anchorage,2018,TOTAL,Short Tons,-1.379029282,"3,252,349"
VESSEL CALLS,4110,Port of Long Beach,2018,Container,Vessel Calls,2.710843373,"1,023"
VESSEL CALLS,4110,Port of Long Beach,2018,Dry Bulk,Vessel Calls,14.22319475,261
VESSEL CALLS,4110,Port of Long Beach,2018,Dry Bulk Barge,Vessel Calls,-25.03840246,244
VESSEL CALLS,4110,Port of Long Beach,2018,Other Freight,Vessel Calls,-9.365558912,750
VESSEL CALLS,4110,Port of Long Beach,2018,Other Freight Barge,Vessel Calls,0.155844156,964
VESSEL CALLS,4120,Port of Los Angeles,2018,Container,Vessel Calls,-7.377417904,"1,029.50"
VESSEL CALLS,4120,Port of Los Angeles,2018,Dry Bulk,Vessel Calls,-4.87804878,78
VESSEL CALLS,4120,Port of Los Angeles,2018,Dry Bulk Barge,Vessel Calls,-1.707779886,259
VESSEL CALLS,4120,Port of Los Angeles,2018,Other Freight,Vessel Calls,-14.87430168,609.5
VESSEL CALLS,4120,Port of Los Angeles,2018,Other Freight Barge,Vessel Calls,9.947299078,"1,669"
VESSEL CALLS,4345,Port of Oakland,2018,Container,Vessel Calls,-2.922286448,"1,511.50"
VESSEL CALLS,4345,Port of Oakland,2018,Dry Bulk,Vessel Calls,-15.2173913,19.5
VESSEL CALLS,4345,Port of Oakland,2018,Dry Bulk Barge,Vessel Calls,-3.144654088,154
VESSEL CALLS,4345,Port of Oakland,2018,Other Freight,Vessel Calls,30.6122449,32
VESSEL CALLS,4345,Port of Oakland,2018,Other Freight Barge,Vessel Calls,17.5257732,399
VESSEL CALLS,4350,Port of Richmond (CA),2018,Container,Vessel Calls,-100,0
VESSEL CALLS,4350,Port of Richmond (CA),2018,Dry Bulk,Vessel Calls,-23.13432836,51.5
VESSEL CALLS,4350,Port of Richmond (CA),2018,Dry Bulk Barge,Vessel Calls,-17.85714286,46
VESSEL CALLS,4350,Port of Richmond (CA),2018,Other Freight,Vessel Calls,-9.266802444,445.5
VESSEL CALLS,4350,Port of Richmond (CA),2018,Other Freight Barge,Vessel Calls,29.20156337,"1,157"
VESSEL CALLS,4410,Port of Kahului,2018,Dry Bulk Barge,Vessel Calls,2.275960171,359.5
VESSEL CALLS,4410,Port of Kahului,2018,Other Freight,Vessel Calls,7.692307692,14
VESSEL CALLS,4410,Port of Kahului,2018,Other Freight Barge,Vessel Calls,43.45549738,137
VESSEL CALLS,4420,Port of Honolulu,2018,Container,Vessel Calls,-6.9828722,353
VESSEL CALLS,4420,Port of Honolulu,2018,Dry Bulk,Vessel Calls,75,3.5
VESSEL CALLS,4420,Port of Honolulu,2018,Dry Bulk Barge,Vessel Calls,1.531833413,"1,060.50"
VESSEL CALLS,4420,Port of Honolulu,2018,Other Freight,Vessel Calls,16.72025724,181.5
VESSEL CALLS,4420,Port of Honolulu,2018,Other Freight Barge,Vessel Calls,-10.54421769,131.5
VESSEL CALLS,4622,Port of Longview,2018,Container,Vessel Calls,0,0
VESSEL CALLS,4622,Port of Longview,2018,Dry Bulk,Vessel Calls,-15.04761905,223
VESSEL CALLS,4622,Port of Longview,2018,Dry Bulk Barge,Vessel Calls,-3.941441441,426.5
VESSEL CALLS,4622,Port of Longview,2018,Other Freight,Vessel Calls,-47.67441861,22.5
VESSEL CALLS,4622,Port of Longview,2018,Other Freight Barge,Vessel Calls,-100,0
VESSEL CALLS,4626,Port of Kalama,2018,Container,Vessel Calls,0,0
VESSEL CALLS,4626,Port of Kalama,2018,Dry Bulk,Vessel Calls,-8.021390374,172
VESSEL CALLS,4626,Port of Kalama,2018,Dry Bulk Barge,Vessel Calls,-0.715563506,277.5
VESSEL CALLS,4626,Port of Kalama,2018,Other Freight,Vessel Calls,-7.142857143,13
VESSEL CALLS,4626,Port of Kalama,2018,Other Freight Barge,Vessel Calls,-100,0
VESSEL CALLS,4644,Port of Portland,2018,Container,Vessel Calls,-88.88888889,1
VESSEL CALLS,4644,Port of Portland,2018,Dry Bulk,Vessel Calls,-14.73922903,188
VESSEL CALLS,4644,Port of Portland,2018,Dry Bulk Barge,Vessel Calls,-11.86832226,"1,526"
VESSEL CALLS,4644,Port of Portland,2018,Other Freight,Vessel Calls,25.87209302,216.5
VESSEL CALLS,4644,Port of Portland,2018,Other Freight Barge,Vessel Calls,21.41203704,524.5
VESSEL CALLS,4720,Port of Tacoma,2018,Container,Vessel Calls,-5.847373637,475
VESSEL CALLS,4720,Port of Tacoma,2018,Dry Bulk,Vessel Calls,-8.154506438,107
VESSEL CALLS,4720,Port of Tacoma,2018,Dry Bulk Barge,Vessel Calls,-28.11447811,213.5
VESSEL CALLS,4720,Port of Tacoma,2018,Other Freight,Vessel Calls,-4.291845494,334.5
VESSEL CALLS,4720,Port of Tacoma,2018,Other Freight Barge,Vessel Calls,178.4601283,"1,519"
VESSEL CALLS,4722,Port of Seattle,2018,Container,Vessel Calls,15.8392435,490
VESSEL CALLS,4722,Port of Seattle,2018,Dry Bulk,Vessel Calls,-1.960784314,100
VESSEL CALLS,4722,Port of Seattle,2018,Dry Bulk Barge,Vessel Calls,6.186685962,"1,467.50"
VESSEL CALLS,4722,Port of Seattle,2018,Other Freight,Vessel Calls,11.30434783,64
VESSEL CALLS,4722,Port of Seattle,2018,Other Freight Barge,Vessel Calls,-38.22222222,208.5
VESSEL CALLS,4800,Port of Ketchikan,2018,Dry Bulk,Vessel Calls,200,6
VESSEL CALLS,4800,Port of Ketchikan,2018,Dry Bulk Barge,Vessel Calls,4.597701149,364
VESSEL CALLS,4800,Port of Ketchikan,2018,Other Freight,Vessel Calls,140,6
VESSEL CALLS,4800,Port of Ketchikan,2018,Other Freight Barge,Vessel Calls,-23.2,48
VESSEL CALLS,4810,Port of Juneau,2018,Dry Bulk,Vessel Calls,100,2
VESSEL CALLS,4810,Port of Juneau,2018,Dry Bulk Barge,Vessel Calls,-7.182320442,168
VESSEL CALLS,4810,Port of Juneau,2018,Other Freight Barge,Vessel Calls,-7.042253521,33
VESSEL CALLS,4816,Port of Valdez,2018,Dry Bulk Barge,Vessel Calls,-6.349206349,29.5
VESSEL CALLS,4816,Port of Valdez,2018,Other Freight,Vessel Calls,-10,189
VESSEL CALLS,4816,Port of Valdez,2018,Other Freight Barge,Vessel Calls,13.13131313,56
VESSEL CALLS,4820,Port of Anchorage,2018,Container,Vessel Calls,-4.265402844,101
VESSEL CALLS,4820,Port of Anchorage,2018,Dry Bulk,Vessel Calls,37.5,5.5
VESSEL CALLS,4820,Port of Anchorage,2018,Dry Bulk Barge,Vessel Calls,-29.98296423,411
VESSEL CALLS,4820,Port of Anchorage,2018,Other Freight,Vessel Calls,2.713178295,132.5
VESSEL CALLS,4820,Port of Anchorage,2018,Other Freight Barge,Vessel Calls,19.31818182,52.5
