Cargo Type,Port ID,Port Profile Name,Reporting Year,Trade Type,Units,Percent Change,Volume
CONTAINER (PORT),4110,Port of Long Beach,2015,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4110,Port of Long Beach,2015,EMPTY,Container TEUs,0,"2,041,243"
CONTAINER (PORT),4110,Port of Long Beach,2015,EXPORTS,Container TEUs,0,"1,525,560"
CONTAINER (PORT),4110,Port of Long Beach,2015,IMPORTS,Container TEUs,0,"3,625,263"
CONTAINER (PORT),4110,Port of Long Beach,2015,RESTOW,Container TEUs,0,
CONTAINER (PORT),4110,Port of Long Beach,2015,TOTAL,Container TEUs,0,"7,192,066"
CONTAINER (PORT),4110,Port of Long Beach,2015,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4110,Port of Long Beach,2016,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4110,Port of Long Beach,2016,EMPTY,Container TEUs,-11.66666585,"1,803,098"
CONTAINER (PORT),4110,Port of Long Beach,2016,EXPORTS,Container TEUs,0.258200267,"1,529,499"
CONTAINER (PORT),4110,Port of Long Beach,2016,IMPORTS,Container TEUs,-5.039275771,"3,442,576"
CONTAINER (PORT),4110,Port of Long Beach,2016,RESTOW,Container TEUs,0,
CONTAINER (PORT),4110,Port of Long Beach,2016,TOTAL,Container TEUs,-5.796568052,"6,775,173"
CONTAINER (PORT),4110,Port of Long Beach,2016,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4110,Port of Long Beach,2017,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4110,Port of Long Beach,2017,EMPTY,Container TEUs,22.61152749,"2,210,806"
CONTAINER (PORT),4110,Port of Long Beach,2017,EXPORTS,Container TEUs,-3.85649157,"1,470,514"
CONTAINER (PORT),4110,Port of Long Beach,2017,IMPORTS,Container TEUs,12.21791472,"3,863,187"
CONTAINER (PORT),4110,Port of Long Beach,2017,RESTOW,Container TEUs,0,
CONTAINER (PORT),4110,Port of Long Beach,2017,TOTAL,Container TEUs,11.35519344,"7,544,507"
CONTAINER (PORT),4110,Port of Long Beach,2017,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4110,Port of Long Beach,2018,EMPTY,Container TEUs,11.75281775,"2,470,638"
CONTAINER (PORT),4110,Port of Long Beach,2018,EXPORTS,Container TEUs,3.569772202,"1,523,008"
CONTAINER (PORT),4110,Port of Long Beach,2018,IMPORTS,Container TEUs,6.062093292,"4,097,377"
CONTAINER (PORT),4110,Port of Long Beach,2018,RESTOW,Container TEUs,0,
CONTAINER (PORT),4110,Port of Long Beach,2018,TOTAL,Container TEUs,7.243892808,"8,091,023"
CONTAINER (PORT),4110,Port of Long Beach,2018,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4120,Port of Los Angeles,2015,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4120,Port of Los Angeles,2015,EMPTY,Container TEUs,0,"2,344,319"
CONTAINER (PORT),4120,Port of Los Angeles,2015,EXPORTS,Container TEUs,0,"1,656,677"
CONTAINER (PORT),4120,Port of Los Angeles,2015,IMPORTS,Container TEUs,0,"4,159,462"
CONTAINER (PORT),4120,Port of Los Angeles,2015,RESTOW,Container TEUs,0,
CONTAINER (PORT),4120,Port of Los Angeles,2015,TOTAL,Container TEUs,0,"8,160,458"
CONTAINER (PORT),4120,Port of Los Angeles,2015,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4120,Port of Los Angeles,2016,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4120,Port of Los Angeles,2016,EMPTY,Container TEUs,6.364925166,"2,493,533.15"
CONTAINER (PORT),4120,Port of Los Angeles,2016,EXPORTS,Container TEUs,9.768032634,"1,818,501.75"
CONTAINER (PORT),4120,Port of Los Angeles,2016,IMPORTS,Container TEUs,9.262878228,"4,544,747.90"
CONTAINER (PORT),4120,Port of Los Angeles,2016,RESTOW,Container TEUs,0,
CONTAINER (PORT),4120,Port of Los Angeles,2016,TOTAL,Container TEUs,8.532913226,"8,856,782.80"
CONTAINER (PORT),4120,Port of Los Angeles,2016,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4120,Port of Los Angeles,2017,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4120,Port of Los Angeles,2017,EMPTY,Container TEUs,9.369694965,"2,727,169.60"
CONTAINER (PORT),4120,Port of Los Angeles,2017,EXPORTS,Container TEUs,4.477952798,"1,899,933.40"
CONTAINER (PORT),4120,Port of Los Angeles,2017,IMPORTS,Container TEUs,3.770066102,"4,716,087.90"
CONTAINER (PORT),4120,Port of Los Angeles,2017,RESTOW,Container TEUs,0,
CONTAINER (PORT),4120,Port of Los Angeles,2017,TOTAL,Container TEUs,5.491927611,"9,343,190.90"
CONTAINER (PORT),4120,Port of Los Angeles,2017,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4120,Port of Los Angeles,2018,EMPTY,Container TEUs,-1.578814534,"2,684,112.65"
CONTAINER (PORT),4120,Port of Los Angeles,2018,EXPORTS,Container TEUs,0.216873391,"1,904,053.85"
CONTAINER (PORT),4120,Port of Los Angeles,2018,IMPORTS,Container TEUs,3.275895261,"4,870,582"
CONTAINER (PORT),4120,Port of Los Angeles,2018,RESTOW,Container TEUs,0,
CONTAINER (PORT),4120,Port of Los Angeles,2018,TOTAL,Container TEUs,1.236810863,"9,458,748.50"
CONTAINER (PORT),4120,Port of Los Angeles,2018,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4345,Port of Oakland,2015,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4345,Port of Oakland,2015,EMPTY,Container TEUs,0,"575,130"
CONTAINER (PORT),4345,Port of Oakland,2015,EXPORTS,Container TEUs,0,"858,151"
CONTAINER (PORT),4345,Port of Oakland,2015,IMPORTS,Container TEUs,0,"844,234"
CONTAINER (PORT),4345,Port of Oakland,2015,RESTOW,Container TEUs,0,
CONTAINER (PORT),4345,Port of Oakland,2015,TOTAL,Container TEUs,0,"2,277,515"
CONTAINER (PORT),4345,Port of Oakland,2015,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4345,Port of Oakland,2016,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4345,Port of Oakland,2016,EMPTY,Container TEUs,-6.556778467,"537,420"
CONTAINER (PORT),4345,Port of Oakland,2016,EXPORTS,Container TEUs,10.53695678,"948,574"
CONTAINER (PORT),4345,Port of Oakland,2016,IMPORTS,Container TEUs,4.668492385,"883,647"
CONTAINER (PORT),4345,Port of Oakland,2016,RESTOW,Container TEUs,0,
CONTAINER (PORT),4345,Port of Oakland,2016,TOTAL,Container TEUs,4.045022755,"2,369,641"
CONTAINER (PORT),4345,Port of Oakland,2016,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4345,Port of Oakland,2017,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4345,Port of Oakland,2017,EMPTY,Container TEUs,6.153101857,"570,488"
CONTAINER (PORT),4345,Port of Oakland,2017,EXPORTS,Container TEUs,-1.871019024,"930,826"
CONTAINER (PORT),4345,Port of Oakland,2017,IMPORTS,Container TEUs,4.059992282,"919,523"
CONTAINER (PORT),4345,Port of Oakland,2017,RESTOW,Container TEUs,0,
CONTAINER (PORT),4345,Port of Oakland,2017,TOTAL,Container TEUs,2.160496041,"2,420,837"
CONTAINER (PORT),4345,Port of Oakland,2017,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4345,Port of Oakland,2018,EMPTY,Container TEUs,19.7212036,"682,995.10"
CONTAINER (PORT),4345,Port of Oakland,2018,EXPORTS,Container TEUs,-3.547601807,"897,804"
CONTAINER (PORT),4345,Port of Oakland,2018,IMPORTS,Container TEUs,5.005747545,"965,552"
CONTAINER (PORT),4345,Port of Oakland,2018,RESTOW,Container TEUs,0,
CONTAINER (PORT),4345,Port of Oakland,2018,TOTAL,Container TEUs,5.184739823,"2,546,351.10"
CONTAINER (PORT),4345,Port of Oakland,2018,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4410,Port of Kahului,2015,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4410,Port of Kahului,2015,EMPTY,Container TEUs,0,"25,137.80"
CONTAINER (PORT),4410,Port of Kahului,2015,EXPORTS,Container TEUs,0,"10,867.62"
CONTAINER (PORT),4410,Port of Kahului,2015,IMPORTS,Container TEUs,0,"72,292.57"
CONTAINER (PORT),4410,Port of Kahului,2015,RESTOW,Container TEUs,0,
CONTAINER (PORT),4410,Port of Kahului,2015,TOTAL,Container TEUs,0,"108,297.99"
CONTAINER (PORT),4410,Port of Kahului,2015,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4410,Port of Kahului,2016,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4410,Port of Kahului,2016,EMPTY,Container TEUs,0.440969377,"25,248.65"
CONTAINER (PORT),4410,Port of Kahului,2016,EXPORTS,Container TEUs,-6.20581489,"10,193.20"
CONTAINER (PORT),4410,Port of Kahului,2016,IMPORTS,Container TEUs,1.840000143,"73,622.75"
CONTAINER (PORT),4410,Port of Kahului,2016,RESTOW,Container TEUs,0,
CONTAINER (PORT),4410,Port of Kahului,2016,TOTAL,Container TEUs,0.707869731,"109,064.60"
CONTAINER (PORT),4410,Port of Kahului,2016,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4420,Port of Honolulu,2015,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4420,Port of Honolulu,2015,EMPTY,Container TEUs,0,"374,941"
CONTAINER (PORT),4420,Port of Honolulu,2015,EXPORTS,Container TEUs,0,"283,714.20"
CONTAINER (PORT),4420,Port of Honolulu,2015,IMPORTS,Container TEUs,0,"457,040.58"
CONTAINER (PORT),4420,Port of Honolulu,2015,RESTOW,Container TEUs,0,
CONTAINER (PORT),4420,Port of Honolulu,2015,TOTAL,Container TEUs,0,"1,115,695.78"
CONTAINER (PORT),4420,Port of Honolulu,2015,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4420,Port of Honolulu,2016,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4420,Port of Honolulu,2016,EMPTY,Container TEUs,17.91508531,"442,112"
CONTAINER (PORT),4420,Port of Honolulu,2016,EXPORTS,Container TEUs,6.298932764,"301,585.17"
CONTAINER (PORT),4420,Port of Honolulu,2016,IMPORTS,Container TEUs,19.97344873,"548,327.35"
CONTAINER (PORT),4420,Port of Honolulu,2016,RESTOW,Container TEUs,0,
CONTAINER (PORT),4420,Port of Honolulu,2016,TOTAL,Container TEUs,15.80437398,"1,292,024.52"
CONTAINER (PORT),4420,Port of Honolulu,2016,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4420,Port of Honolulu,2017,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4420,Port of Honolulu,2017,EMPTY,Container TEUs,-3.34629008,"427,317.65"
CONTAINER (PORT),4420,Port of Honolulu,2017,EXPORTS,Container TEUs,-1.795274038,"296,170.89"
CONTAINER (PORT),4420,Port of Honolulu,2017,IMPORTS,Container TEUs,-10.63719348,"490,000.71"
CONTAINER (PORT),4420,Port of Honolulu,2017,RESTOW,Container TEUs,0,
CONTAINER (PORT),4420,Port of Honolulu,2017,TOTAL,Container TEUs,-6.078466079,"1,213,489.25"
CONTAINER (PORT),4420,Port of Honolulu,2017,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4420,Port of Honolulu,2018,EMPTY,Container TEUs,8.729770465,"464,621.50"
CONTAINER (PORT),4420,Port of Honolulu,2018,EXPORTS,Container TEUs,-0.088525413,"295,908.70"
CONTAINER (PORT),4420,Port of Honolulu,2018,IMPORTS,Container TEUs,4.446236649,"511,787.30"
CONTAINER (PORT),4420,Port of Honolulu,2018,RESTOW,Container TEUs,0,
CONTAINER (PORT),4420,Port of Honolulu,2018,TOTAL,Container TEUs,4.847859612,"1,272,317.50"
CONTAINER (PORT),4420,Port of Honolulu,2018,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4644,Port of Portland,2018,EMPTY,Container TEUs,0,
CONTAINER (PORT),4644,Port of Portland,2018,EXPORTS,Container TEUs,0,200
CONTAINER (PORT),4644,Port of Portland,2018,IMPORTS,Container TEUs,0,1
CONTAINER (PORT),4644,Port of Portland,2018,RESTOW,Container TEUs,0,
CONTAINER (PORT),4644,Port of Portland,2018,TOTAL,Container TEUs,0,201
CONTAINER (PORT),4644,Port of Portland,2018,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4720,Port of Tacoma,2015,DOMESTIC,Container TEUs,0,"426,373"
CONTAINER (PORT),4720,Port of Tacoma,2015,EMPTY,Container TEUs,0,"340,917"
CONTAINER (PORT),4720,Port of Tacoma,2015,EXPORTS,Container TEUs,0,"519,342"
CONTAINER (PORT),4720,Port of Tacoma,2015,IMPORTS,Container TEUs,0,"838,407"
CONTAINER (PORT),4720,Port of Tacoma,2015,RESTOW,Container TEUs,0,
CONTAINER (PORT),4720,Port of Tacoma,2015,TOTAL,Container TEUs,0,"2,125,039"
CONTAINER (PORT),4720,Port of Tacoma,2015,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4720,Port of Tacoma,2016,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4720,Port of Tacoma,2016,EMPTY,Container TEUs,3.54174013,"352,991.39"
CONTAINER (PORT),4720,Port of Tacoma,2016,EXPORTS,Container TEUs,52.00235099,"789,412.05"
CONTAINER (PORT),4720,Port of Tacoma,2016,IMPORTS,Container TEUs,20.9089212,"1,013,708.86"
CONTAINER (PORT),4720,Port of Tacoma,2016,RESTOW,Container TEUs,0,
CONTAINER (PORT),4720,Port of Tacoma,2016,TOTAL,Container TEUs,1.462246246,"2,156,112.30"
CONTAINER (PORT),4720,Port of Tacoma,2016,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4720,Port of Tacoma,2017,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4720,Port of Tacoma,2017,EMPTY,Container TEUs,18.95502466,"419,901"
CONTAINER (PORT),4720,Port of Tacoma,2017,EXPORTS,Container TEUs,-8.088177742,"725,563"
CONTAINER (PORT),4720,Port of Tacoma,2017,IMPORTS,Container TEUs,-14.55307978,"866,183"
CONTAINER (PORT),4720,Port of Tacoma,2017,RESTOW,Container TEUs,0,
CONTAINER (PORT),4720,Port of Tacoma,2017,TOTAL,Container TEUs,-6.700268015,"2,011,647"
CONTAINER (PORT),4720,Port of Tacoma,2017,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4720,Port of Tacoma,2018,EMPTY,Container TEUs,9.540582185,"459,962"
CONTAINER (PORT),4720,Port of Tacoma,2018,EXPORTS,Container TEUs,0.767404071,"731,131"
CONTAINER (PORT),4720,Port of Tacoma,2018,IMPORTS,Container TEUs,-5.065095944,"822,310"
CONTAINER (PORT),4720,Port of Tacoma,2018,RESTOW,Container TEUs,0,
CONTAINER (PORT),4720,Port of Tacoma,2018,TOTAL,Container TEUs,0.087291657,"2,013,403"
CONTAINER (PORT),4720,Port of Tacoma,2018,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4722,Port of Seattle,2015,DOMESTIC,Container TEUs,0,"342,260"
CONTAINER (PORT),4722,Port of Seattle,2015,EMPTY,Container TEUs,0,"240,155"
CONTAINER (PORT),4722,Port of Seattle,2015,EXPORTS,Container TEUs,0,"352,180"
CONTAINER (PORT),4722,Port of Seattle,2015,IMPORTS,Container TEUs,0,"469,807"
CONTAINER (PORT),4722,Port of Seattle,2015,RESTOW,Container TEUs,0,
CONTAINER (PORT),4722,Port of Seattle,2015,TOTAL,Container TEUs,0,"1,404,402"
CONTAINER (PORT),4722,Port of Seattle,2015,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4722,Port of Seattle,2016,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4722,Port of Seattle,2016,EMPTY,Container TEUs,50.40039462,"361,194.07"
CONTAINER (PORT),4722,Port of Seattle,2016,EXPORTS,Container TEUs,58.54004966,"558,346.35"
CONTAINER (PORT),4722,Port of Seattle,2016,IMPORTS,Container TEUs,14.96343863,"540,106.28"
CONTAINER (PORT),4722,Port of Seattle,2016,RESTOW,Container TEUs,0,
CONTAINER (PORT),4722,Port of Seattle,2016,TOTAL,Container TEUs,3.933681168,"1,459,646.70"
CONTAINER (PORT),4722,Port of Seattle,2016,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4722,Port of Seattle,2017,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4722,Port of Seattle,2017,EMPTY,Container TEUs,22.37271858,"442,003"
CONTAINER (PORT),4722,Port of Seattle,2017,EXPORTS,Container TEUs,6.980909487,"597,324"
CONTAINER (PORT),4722,Port of Seattle,2017,IMPORTS,Container TEUs,20.56978813,"651,205"
CONTAINER (PORT),4722,Port of Seattle,2017,RESTOW,Container TEUs,0,
CONTAINER (PORT),4722,Port of Seattle,2017,TOTAL,Container TEUs,15.81788959,"1,690,532"
CONTAINER (PORT),4722,Port of Seattle,2017,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4722,Port of Seattle,2018,EMPTY,Container TEUs,5.953579501,"468,318"
CONTAINER (PORT),4722,Port of Seattle,2018,EXPORTS,Container TEUs,-6.493963075,"558,534"
CONTAINER (PORT),4722,Port of Seattle,2018,IMPORTS,Container TEUs,16.30346819,"757,374"
CONTAINER (PORT),4722,Port of Seattle,2018,RESTOW,Container TEUs,0,
CONTAINER (PORT),4722,Port of Seattle,2018,TOTAL,Container TEUs,5.542278999,"1,784,226"
CONTAINER (PORT),4722,Port of Seattle,2018,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4800,Port of Ketchikan,2015,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4800,Port of Ketchikan,2015,EMPTY,Container TEUs,0,"48,940"
CONTAINER (PORT),4800,Port of Ketchikan,2015,EXPORTS,Container TEUs,0,"73,672"
CONTAINER (PORT),4800,Port of Ketchikan,2015,IMPORTS,Container TEUs,0,"21,231"
CONTAINER (PORT),4800,Port of Ketchikan,2015,RESTOW,Container TEUs,0,
CONTAINER (PORT),4800,Port of Ketchikan,2015,TOTAL,Container TEUs,0,"143,843"
CONTAINER (PORT),4800,Port of Ketchikan,2015,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4800,Port of Ketchikan,2016,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4800,Port of Ketchikan,2016,EMPTY,Container TEUs,10.61228034,"54,133.65"
CONTAINER (PORT),4800,Port of Ketchikan,2016,EXPORTS,Container TEUs,-10.46571289,"65,961.70"
CONTAINER (PORT),4800,Port of Ketchikan,2016,IMPORTS,Container TEUs,-1.754980924,"20,858.40"
CONTAINER (PORT),4800,Port of Ketchikan,2016,RESTOW,Container TEUs,0,
CONTAINER (PORT),4800,Port of Ketchikan,2016,TOTAL,Container TEUs,-2.008613558,"140,953.75"
CONTAINER (PORT),4800,Port of Ketchikan,2016,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4820,Port of Anchorage,2015,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4820,Port of Anchorage,2015,EMPTY,Container TEUs,0,"191,396"
CONTAINER (PORT),4820,Port of Anchorage,2015,EXPORTS,Container TEUs,0,"38,998"
CONTAINER (PORT),4820,Port of Anchorage,2015,IMPORTS,Container TEUs,0,"255,129"
CONTAINER (PORT),4820,Port of Anchorage,2015,RESTOW,Container TEUs,0,
CONTAINER (PORT),4820,Port of Anchorage,2015,TOTAL,Container TEUs,0,"485,523"
CONTAINER (PORT),4820,Port of Anchorage,2015,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4820,Port of Anchorage,2016,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4820,Port of Anchorage,2016,EMPTY,Container TEUs,-2.913853999,"185,819"
CONTAINER (PORT),4820,Port of Anchorage,2016,EXPORTS,Container TEUs,3.977127032,"40,549"
CONTAINER (PORT),4820,Port of Anchorage,2016,IMPORTS,Container TEUs,-4.049324067,"244,798"
CONTAINER (PORT),4820,Port of Anchorage,2016,RESTOW,Container TEUs,0,
CONTAINER (PORT),4820,Port of Anchorage,2016,TOTAL,Container TEUs,-2.957017484,"471,166"
CONTAINER (PORT),4820,Port of Anchorage,2016,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4820,Port of Anchorage,2017,DOMESTIC,Container TEUs,0,
CONTAINER (PORT),4820,Port of Anchorage,2017,EMPTY,Container TEUs,-5.879377243,"174,894"
CONTAINER (PORT),4820,Port of Anchorage,2017,EXPORTS,Container TEUs,0.08384917,"40,583"
CONTAINER (PORT),4820,Port of Anchorage,2017,IMPORTS,Container TEUs,0.164625528,"245,201"
CONTAINER (PORT),4820,Port of Anchorage,2017,RESTOW,Container TEUs,0,
CONTAINER (PORT),4820,Port of Anchorage,2017,TOTAL,Container TEUs,-2.225967069,"460,678"
CONTAINER (PORT),4820,Port of Anchorage,2017,TRANSHIPMENT,Container TEUs,0,
CONTAINER (PORT),4820,Port of Anchorage,2018,EMPTY,Container TEUs,-14.60198749,"149,356"
CONTAINER (PORT),4820,Port of Anchorage,2018,EXPORTS,Container TEUs,-1.601655866,"39,933"
CONTAINER (PORT),4820,Port of Anchorage,2018,IMPORTS,Container TEUs,0.172511531,"245,624"
CONTAINER (PORT),4820,Port of Anchorage,2018,RESTOW,Container TEUs,0,
CONTAINER (PORT),4820,Port of Anchorage,2018,TOTAL,Container TEUs,-5.592843591,"434,913"
CONTAINER (PORT),4820,Port of Anchorage,2018,TRANSHIPMENT,Container TEUs,0,
CONTAINER (USACE),4110,Port of Long Beach,2015,EMPTY,Container TEUs,0,"63,514"
CONTAINER (USACE),4110,Port of Long Beach,2015,EXPORTS,Container TEUs,0,"1,536,605"
CONTAINER (USACE),4110,Port of Long Beach,2015,IMPORTS,Container TEUs,0,"3,635,894"
CONTAINER (USACE),4110,Port of Long Beach,2015,TOTAL,Container TEUs,0,"5,236,013"
CONTAINER (USACE),4110,Port of Long Beach,2016,EMPTY,Container TEUs,1.990192367,"64,778.05"
CONTAINER (USACE),4110,Port of Long Beach,2016,EXPORTS,Container TEUs,-3.56705204,"1,481,793.50"
CONTAINER (USACE),4110,Port of Long Beach,2016,IMPORTS,Container TEUs,-3.551526805,"3,506,764.25"
CONTAINER (USACE),4110,Port of Long Beach,2016,TOTAL,Container TEUs,-3.488856884,"5,053,336"
CONTAINER (USACE),4110,Port of Long Beach,2017,EMPTY,Container TEUs,-30.65259313,"44,921.90"
CONTAINER (USACE),4110,Port of Long Beach,2017,EXPORTS,Container TEUs,-6.179538512,"1,390,225.50"
CONTAINER (USACE),4110,Port of Long Beach,2017,IMPORTS,Container TEUs,9.826095381,"3,851,342.25"
CONTAINER (USACE),4110,Port of Long Beach,2017,TOTAL,Container TEUs,4.613853106,"5,286,489.50"
CONTAINER (USACE),4110,Port of Long Beach,2018,EMPTY,Container TEUs,31.48308792,"59,064.70"
CONTAINER (USACE),4110,Port of Long Beach,2018,EXPORTS,Container TEUs,5.051419716,"1,460,451.63"
CONTAINER (USACE),4110,Port of Long Beach,2018,IMPORTS,Container TEUs,7.372189527,"4,135,270.50"
CONTAINER (USACE),4110,Port of Long Beach,2018,TOTAL,Container TEUs,6.966768779,"5,654,787"
CONTAINER (USACE),4120,Port of Los Angeles,2015,EMPTY,Container TEUs,0,0
CONTAINER (USACE),4120,Port of Los Angeles,2015,EXPORTS,Container TEUs,0,"1,462,217"
CONTAINER (USACE),4120,Port of Los Angeles,2015,IMPORTS,Container TEUs,0,"4,064,076"
CONTAINER (USACE),4120,Port of Los Angeles,2015,TOTAL,Container TEUs,0,"5,526,293"
CONTAINER (USACE),4120,Port of Los Angeles,2016,EMPTY,Container TEUs,0,0
CONTAINER (USACE),4120,Port of Los Angeles,2016,EXPORTS,Container TEUs,8.216418972,"1,582,358.88"
CONTAINER (USACE),4120,Port of Los Angeles,2016,IMPORTS,Container TEUs,8.551870093,"4,411,630.50"
CONTAINER (USACE),4120,Port of Los Angeles,2016,TOTAL,Container TEUs,8.463114424,"5,993,989.50"
CONTAINER (USACE),4120,Port of Los Angeles,2017,EMPTY,Container TEUs,0,0
CONTAINER (USACE),4120,Port of Los Angeles,2017,EXPORTS,Container TEUs,8.421683103,"1,715,620.13"
CONTAINER (USACE),4120,Port of Los Angeles,2017,IMPORTS,Container TEUs,3.297941657,"4,557,123.50"
CONTAINER (USACE),4120,Port of Los Angeles,2017,TOTAL,Container TEUs,4.650558697,"6,272,743.50"
CONTAINER (USACE),4120,Port of Los Angeles,2018,EMPTY,Container TEUs,0,0
CONTAINER (USACE),4120,Port of Los Angeles,2018,EXPORTS,Container TEUs,0.135038635,"1,717,936.88"
CONTAINER (USACE),4120,Port of Los Angeles,2018,IMPORTS,Container TEUs,7.729261671,"4,909,355.50"
CONTAINER (USACE),4120,Port of Los Angeles,2018,TOTAL,Container TEUs,5.652215813,"6,627,292.50"
CONTAINER (USACE),4345,Port of Oakland,2015,EMPTY,Container TEUs,0,"68,116"
CONTAINER (USACE),4345,Port of Oakland,2015,EXPORTS,Container TEUs,0,"809,964"
CONTAINER (USACE),4345,Port of Oakland,2015,IMPORTS,Container TEUs,0,"846,476"
CONTAINER (USACE),4345,Port of Oakland,2015,TOTAL,Container TEUs,0,"1,724,556"
CONTAINER (USACE),4345,Port of Oakland,2016,EMPTY,Container TEUs,-4.20194847,"65,253.80"
CONTAINER (USACE),4345,Port of Oakland,2016,EXPORTS,Container TEUs,10.70635547,"896,681.63"
CONTAINER (USACE),4345,Port of Oakland,2016,IMPORTS,Container TEUs,4.227357007,"882,259.56"
CONTAINER (USACE),4345,Port of Oakland,2016,TOTAL,Container TEUs,6.937379824,"1,844,195"
CONTAINER (USACE),4345,Port of Oakland,2017,EMPTY,Container TEUs,2.471353899,"66,866.45"
CONTAINER (USACE),4345,Port of Oakland,2017,EXPORTS,Container TEUs,-2.360836546,"875,512.44"
CONTAINER (USACE),4345,Port of Oakland,2017,IMPORTS,Container TEUs,2.750806116,"906,528.81"
CONTAINER (USACE),4345,Port of Oakland,2017,TOTAL,Container TEUs,0.255545102,"1,848,907.75"
CONTAINER (USACE),4345,Port of Oakland,2018,EMPTY,Container TEUs,-6.920814419,"62,238.75"
CONTAINER (USACE),4345,Port of Oakland,2018,EXPORTS,Container TEUs,-4.405762654,"836,939.44"
CONTAINER (USACE),4345,Port of Oakland,2018,IMPORTS,Container TEUs,7.622213607,"975,626.38"
CONTAINER (USACE),4345,Port of Oakland,2018,TOTAL,Container TEUs,1.400651276,"1,874,804.50"
CONTAINER (USACE),4410,Port of Kahului,2015,EMPTY,Container TEUs,0,"47,810"
CONTAINER (USACE),4410,Port of Kahului,2015,EXPORTS,Container TEUs,0,"15,890"
CONTAINER (USACE),4410,Port of Kahului,2015,IMPORTS,Container TEUs,0,"71,549"
CONTAINER (USACE),4410,Port of Kahului,2015,TOTAL,Container TEUs,0,"135,249"
CONTAINER (USACE),4410,Port of Kahului,2016,EMPTY,Container TEUs,5.199226103,"50,295.75"
CONTAINER (USACE),4410,Port of Kahului,2016,EXPORTS,Container TEUs,-2.230649465,"15,535.55"
CONTAINER (USACE),4410,Port of Kahului,2016,IMPORTS,Container TEUs,1.827768383,"72,856.75"
CONTAINER (USACE),4410,Port of Kahului,2016,TOTAL,Container TEUs,2.542752183,"138,688.05"
CONTAINER (USACE),4410,Port of Kahului,2017,EMPTY,Container TEUs,2.091923155,"51,347.90"
CONTAINER (USACE),4410,Port of Kahului,2017,EXPORTS,Container TEUs,-10.44668654,"13,912.60"
CONTAINER (USACE),4410,Port of Kahului,2017,IMPORTS,Container TEUs,-0.195181805,"72,714.55"
